X	Y	M11	M22
-10.4	-0.47	276.38	109.82
-10.4	0	193.79	33.62
-10.93	-0.89	246.88	-52.11
-10.4	-0.89	251.69	77.67
-10.93	-1.49	394.04	-134.18
-10.4	-1.49	240.12	99.40
-10.93	-2.09	-181.54	183.26
-10.4	-2.09	204.80	89.84
-10.93	-2.69	80.83	99.01
-10.4	-2.69	128.01	73.60
-10.93	-3.29	-40.65	59.08
-10.4	-3.29	90.96	37.36
-10.93	-3.89	11.21	27.14
-10.4	-3.89	58.04	8.53
-10.93	-4.49	-15.60	32.15
-10.4	-4.49	62.25	17.94
-10.93	-5.09	39.43	58.35
-10.4	-5.09	82.38	45.89
-10.93	-5.43	-95.92	103.05
-10.4	-5.43	109.47	54.27
-10.93	-6.29	179.39	-71.15
-10.4	-6.29	129.69	46.55
-10.93	-6.82	98.37	-9.44
-10.4	-6.82	109.72	28.85
-10.93	-7.42	92.23	35.63
-10.4	-7.42	137.16	80.79
-10.93	-8.09	176.82	63.69
-10.4	-8.09	97.19	65.64
-10.93	-8.69	-81.63	90.74
-10.4	-8.69	85.30	62.05
-10.93	-9.29	40.82	54.41
-10.4	-9.29	60.99	47.78
-10.93	-9.89	-22.96	33.69
-10.4	-9.89	51.46	25.65
-9.73	-0.47	76.55	70.95
-9.73	0	52.94	49.92
-9.73	-0.89	77.56	81.60
-9.73	-1.49	86.38	64.03
-9.73	-2.09	72.56	-73.72
-9.73	-2.69	-49.55	-82.68
-9.73	-3.29	-44.46	-71.44
-9.73	-3.89	-29.74	-50.34
-9.73	-4.49	-47.48	-58.60
-9.73	-5.09	-62.18	-62.69
-9.73	-5.43	-65.73	-58.53
-9.73	-6.29	-53.53	45.12
-9.73	-6.82	-38.99	49.06
-9.73	-7.42	-35.91	51.91
-9.73	-8.09	-58.78	59.11
-9.73	-8.69	-70.71	46.35
-9.73	-9.29	-73.13	-49.91
-9.73	-9.89	-62.87	-56.17
-9.13	-0.47	-49.20	88.14
-9.13	0	-20.18	61.49
-9.13	-0.89	-66.79	86.89
-9.13	-1.49	-79.44	58.55
-9.13	-2.09	-84.71	-83.60
-9.13	-2.69	-84.02	-100.91
-9.13	-3.29	-77.58	-97.81
-9.13	-3.89	-68.79	-83.12
-9.13	-4.49	-91.86	-93.22
-9.13	-5.09	-106.63	-87.10
-9.13	-5.43	-113.09	-76.46
-9.13	-6.29	-113.35	57.80
-9.13	-6.82	-101.77	71.55
-9.13	-7.42	-87.03	68.71
-9.13	-8.09	-109.09	77.28
-9.13	-8.69	-114.84	53.75
-9.13	-9.29	-108.49	-68.93
-9.13	-9.89	-95.20	-83.85
-8.53	-0.47	-56.92	122.74
-8.53	0	-34.38	108.68
-8.53	-0.89	-80.55	113.55
-8.53	-1.49	-93.20	59.00
-8.53	-2.09	-97.27	-96.76
-8.53	-2.69	-97.29	-118.11
-8.53	-3.29	-92.79	-118.42
-8.53	-3.89	-97.76	-116.89
-8.53	-4.49	-117.53	-121.88
-8.53	-5.09	-128.75	-109.20
-8.53	-5.43	-134.38	-95.58
-8.53	-6.29	-135.81	79.15
-8.53	-6.82	-124.84	112.54
-8.53	-7.42	-100.67	111.27
-8.53	-8.09	-130.30	117.77
-8.53	-8.69	-131.15	69.23
-8.53	-9.29	-120.28	-90.58
-8.53	-9.89	-107.14	-109.61
-7.93	-0.47	46.59	187.55
-7.93	0	73.94	190.83
-7.93	-0.89	72.34	153.43
-7.93	-1.49	-57.79	-48.39
-7.93	-2.09	-78.11	-103.87
-7.93	-2.69	-89.20	-128.93
-7.93	-3.29	-92.32	-132.07
-7.93	-3.89	-114.04	-144.38
-7.93	-4.49	-128.12	-142.63
-7.93	-5.09	-129.67	-123.36
-7.93	-5.43	-127.84	-107.19
-7.93	-6.29	-108.15	91.64
-7.93	-6.82	-100.71	178.32
-7.93	-7.42	-66.52	197.01
-7.93	-8.09	-107.93	180.32
-7.93	-8.69	-104.81	73.10
-7.93	-9.29	-105.19	-109.51
-7.93	-9.89	-101.55	-130.47
-7.42	-0.47	199.15	295.74
-7.42	0	256.64	270.67
-7.42	-0.89	129.99	146.02
-7.42	-1.49	50.59	-31.36
-7.42	-2.09	-45.85	-97.81
-7.42	-2.69	-71.06	-128.85
-7.42	-3.29	-100.24	-152.85
-7.42	-3.89	-122.55	-162.23
-7.42	-4.49	-130.16	-152.13
-7.42	-5.09	-121.39	-124.09
-7.42	-5.43	-109.15	-100.99
-7.42	-6.29	-46.21	67.70
-7.42	-6.82	124.76	217.22
-7.42	-7.42	52.03	356.50
-7.42	-8.09	154.32	210.07
-7.42	-8.69	55.96	-65.81
-7.42	-9.29	-80.37	-113.80
-7.42	-9.89	-89.40	-141.24
-7.42	3.8		
-7.42	3.38	14.17	-11.67
-7	3.38	36.41	-11.88
-7	3.8		
-7.42	2.71	8.75	-73.75
-7	2.71	5.58	-81.16
-7.42	2.11	20.32	-95.02
-7	2.11	15.84	-97.89
-7.42	1.51	58.47	-92.47
-7	1.51	44.09	-68.91
-7.42	0.61	205.15	144.24
-7	0.61	117.17	95.23
-7	0	181.26	237.61
-7	-0.47	222.88	369.27
-7	-0.89	139.40	159.91
-7	-1.49	46.11	-13.28
-7	-2.09	-31.93	-96.86
-7	-2.69	-79.12	-147.09
-7	-3.29	-111.29	-171.71
-7	-3.89	-128.82	-173.56
-7	-4.49	-130.21	-154.03
-7	-5.09	-112.64	-114.94
-7	-5.43	-90.52	-81.88
-7	-6.29	9.95	35.26
-7	-6.82	130.55	115.52
-7	-7.42	461.18	609.23
-7	-8.09	141.13	97.19
-7	-8.69	37.23	-34.50
-7	-9.29	-60.18	-106.89
-7	-9.89	-78.75	-144.25
-7.42	-10.49	-85.39	-147.08
-7	-10.49	-79.53	-156.18
-7.42	-11.09	-90.31	-152.61
-7	-11.09	-86.94	-164.60
-7.42	-11.69	-100.90	-154.66
-7	-11.69	-93.75	-161.79
-7.42	-12.29	-100.24	-137.21
-7	-12.29	-87.67	-136.97
-7.42	-12.89	-85.00	-103.66
-7	-12.89	-61.73	-83.80
-7.42	-13.49	90.27	105.08
-7	-13.49	53.09	-41.61
-7.42	-14.38	35.91	251.10
-7	-14.38	312.75	426.01
-7.42	-14.69	82.47	206.27
-7	-14.69	169.53	183.97
-7.42	-15.29	46.85	87.21
-7	-15.29	39.59	63.95
-7.42	-15.89	-38.69	33.45
-7	-15.89	-17.84	25.59
-7.42	-16.49	-53.01	-36.08
-7	-16.49	-44.62	-30.04
-6.13	3.38	-12.88	11.23
-6.13	3.8		
-6.13	2.71	-23.61	-89.35
-6.13	2.11	-24.78	-112.75
-6.13	1.51	-18.38	-90.45
-6.13	-16.49	-45.31	19.27
-5.53	3.38	-14.24	-12.31
-5.53	3.8		
-5.53	2.71	-34.71	-89.22
-5.53	2.11	-45.24	-113.71
-5.53	1.51	-49.07	-96.08
-5.53	-16.49	-41.68	29.85
-4.93	3.38	-8.32	7.88
-4.93	3.8		
-4.93	2.71	-35.07	-83.87
-4.93	2.11	-51.58	-108.17
-4.93	1.51	-63.20	-91.69
-4.93	-16.49	-17.95	30.95
-4.33	3.38	-0.39	9.93
-4.33	3.8		
-4.33	2.71	-32.63	-87.34
-4.33	2.11	-62.96	-116.73
-4.33	1.51	-84.87	-104.18
-4.33	-16.49	30.18	22.03
-3.6	-16.49	50.11	27.36
-4.33	-17.09	20.65	10.96
-3.6	-17.09	48.93	20.98
-4.33	-17.69	21.82	50.20
-3.6	-17.69	111.98	56.09
-4.33	-18.17	-50.50	80.51
-3.6	-18.17	239.72	250.31
-4.33	-18.89	64.02	-56.21
-3.6	-18.89	82.89	-62.16
-3.13	-16.49	46.31	50.98
-3.13	-17.09	43.59	44.18
-3.13	-17.69	79.15	109.37
-3.13	-18.17	40.74	134.95
-3.13	-18.89	36.61	15.91
-2.53	-16.49	-21.34	88.92
-2.53	-17.09	-19.97	72.36
-2.53	-17.69	-50.47	98.09
-2.53	-18.17	-50.59	85.04
-2.53	-18.89	-38.49	26.50
-1.93	-16.49	-46.71	126.00
-1.93	-17.09	-34.32	94.99
-1.93	-17.69	-58.85	99.08
-1.93	-18.17	-66.84	85.54
-1.93	-18.89	-62.34	38.50
-1.53	-16.49	-40.69	146.11
-1.53	-17.09	-25.66	113.35
-1.53	-17.69	-50.19	112.86
-1.53	-18.17	-63.59	99.79
-1.53	-18.89	-65.26	52.84
-0.73	-16.49	68.75	182.74
-0.73	-17.09	49.53	161.35
-0.73	-17.69	60.61	162.06
-0.73	-18.17	78.53	147.04
-0.73	-18.89	87.87	80.58
0	-16.49	217.76	204.68
0	-17.09	216.12	224.79
0	-17.69	180.62	229.02
0	-18.17	194.53	221.96
0	-18.89	191.70	90.24
0.7	-16.49	381.75	221.74
0.7	-17.09	426.28	252.78
0.7	-17.69	498.36	341.30
0.7	-18.17	451.79	287.45
0.7	-18.89	196.42	-7.41
1.07	-16.49	297.24	209.39
1.07	-17.09	316.67	244.47
1.07	-17.69	294.72	274.20
1.07	-18.17	296.17	267.04
1.07	-18.89	231.90	73.70
1.4	-16.49	215.99	203.79
1.4	-17.09	209.33	218.18
1.4	-17.69	196.82	235.90
1.4	-18.17	210.38	223.40
1.4	-18.89	191.81	94.47
2.28	-16.49	49.37	170.50
2.28	-17.09	36.10	150.18
2.28	-17.69	51.35	151.74
2.28	-18.17	69.87	139.28
2.28	-18.89	84.36	79.98
2.92	-16.48	-32.40	140.65
2.92	-17.08	-24.13	113.51
2.92	-17.68	-50.54	113.67
2.92	-18.17	-65.58	100.32
2.92	-18.88	-69.93	55.07
3.48	-16.49	-33.04	109.32
3.48	-17.09	-30.98	87.36
3.48	-17.69	-58.78	95.54
3.48	-18.17	-67.16	83.02
3.48	-18.89	-64.12	-40.29
4.08	-16.49	34.08	69.21
4.08	-17.09	26.26	64.75
4.08	-17.69	-41.78	99.68
4.08	-18.17	-44.34	89.22
4.08	-18.89	-30.67	24.20
4.68	-16.49	59.41	31.31
4.68	-17.09	68.86	33.33
4.68	-17.69	118.68	105.11
4.68	-18.17	89.90	158.77
4.68	-18.89	70.02	-25.03
5	-16.49	60.31	13.98
5	-17.09	68.19	16.00
5	-17.69	136.04	55.52
5	-18.17	259.00	250.65
5	-18.89	105.03	-85.97
5.88	3.38	9.32	15.62
5.88	3.8		
5.88	2.71	-40.06	-90.17
5.88	2.11	-68.67	-121.10
5.88	1.51	-91.28	-110.66
5.88	-16.49	46.58	18.51
5.88	-17.09	31.97	-8.47
5.88	-17.69	21.39	31.43
5.88	-18.17	-68.07	57.61
5.88	-18.89	77.11	-89.24
6.48	3.38	-1.76	2.92
6.48	3.8		
6.48	2.71	-28.23	-76.44
6.48	2.11	-45.09	-101.25
6.48	1.51	-59.36	-87.86
6.48	-16.49	21.62	25.87
7.08	3.38	-6.78	6.46
7.08	3.8		
7.08	2.71	-26.35	-81.78
7.08	2.11	-36.54	-106.55
7.08	1.51	-39.71	-88.31
7.08	-16.49	-29.67	22.28
7.68	3.38	-3.76	-3.17
7.68	3.8		
7.68	2.71	-13.46	-80.50
7.68	2.11	-14.07	-105.78
7.68	1.51	11.81	-82.11
7.68	-16.49	-30.78	-34.31
8.4	3.38	36.28	4.96
8.4	3.8		
8.4	2.71	3.77	-78.44
8.4	2.11	13.43	-98.04
8.4	1.51	43.83	-69.52
8.4	0.61	125.32	108.42
8.4	0	206.43	268.71
8.4	-0.47	277.58	436.76
8.4	-0.89	203.18	209.27
8.4	-1.49	114.01	-64.96
8.4	-2.09	53.40	-158.68
8.4	-2.69	-68.53	-210.47
8.4	-3.29	-83.27	-228.30
8.4	-3.89	-83.93	-215.59
8.4	-4.49	-71.46	-175.43
8.4	-5.09	-45.40	-112.60
8.4	-5.43	-23.61	-68.30
8.4	-6.29	73.23	79.62
8.4	-6.82	192.96	168.07
8.4	-7.43	545.19	692.36
8.4	-8.09	185.30	137.93
8.4	-8.69	75.89	41.54
8.4	-9.29	25.56	-64.23
8.4	-9.89	-4.00	-120.93
8.4	-10.49	-21.80	-163.35
8.4	-11.09	-31.50	-181.03
8.4	-11.69	-33.42	-173.60
8.4	-12.29	-24.92	-140.83
8.4	-12.89	40.55	-78.20
8.4	-13.49	79.18	-30.83
8.4	-14.38	356.96	430.98
8.4	-14.69	200.64	176.78
8.4	-15.29	77.52	70.69
8.4	-15.89	38.37	27.33
8.4	-16.49	-32.47	-56.14
8.88	3.38	7.40	-4.93
8.88	3.8		
8.88	2.71	7.68	-74.26
8.88	2.11	21.29	-101.07
8.88	1.51	61.13	-95.48
8.88	0.61	217.47	171.48
8.88	0	294.40	323.93
8.88	-0.47	261.19	376.65
8.88	-0.89	146.44	151.46
8.88	-1.49	65.28	-33.38
8.88	-2.09	26.73	-138.12
8.88	-2.69	-59.09	-199.79
8.88	-3.29	-75.05	-224.76
8.88	-3.89	-77.22	-217.91
8.88	-4.49	-67.73	-183.37
8.88	-5.09	-48.15	-125.96
8.88	-5.43	-32.42	-84.53
8.88	-6.29	63.42	80.07
8.88	-6.82	152.06	260.07
8.88	-7.43	77.86	412.81
8.88	-8.09	188.61	269.00
8.88	-8.69	91.51	72.48
8.88	-9.29	34.39	-64.76
8.88	-9.89	-5.12	-114.66
8.88	-10.49	-18.90	-154.26
8.88	-11.09	-30.87	-174.17
8.88	-11.69	-35.88	-169.64
8.88	-12.29	-32.94	-141.79
8.88	-12.89	45.32	-96.93
8.88	-13.49	112.26	87.35
8.88	-14.38	37.29	231.87
8.88	-14.69	122.28	226.25
8.88	-15.29	85.20	99.91
8.88	-15.89	43.41	36.37
8.88	-16.49	-44.22	-65.65
9.48	-0.47	-25.40	203.31
9.48	0	67.64	248.14
9.48	-0.89	9.58	124.66
9.48	-1.49	-11.58	-14.48
9.48	-2.09	-41.14	-122.75
9.48	-2.69	-61.85	-191.31
9.48	-3.29	-71.92	-222.24
9.48	-3.89	-72.29	-220.15
9.48	-4.49	-64.29	-189.00
9.48	-5.09	-50.75	-131.92
9.48	-5.43	-43.25	-90.05
9.48	-6.29	-34.83	101.84
9.48	-6.82	-45.58	215.88
9.48	-7.43	-35.64	264.60
9.48	-8.09	-51.02	232.73
9.48	-8.69	46.87	101.38
9.48	-9.29	23.12	-50.23
9.48	-9.89	-9.50	-104.22
10.08	-0.47	-100.35	166.01
10.08	0	-112.47	185.14
10.08	-0.89	-90.41	116.77
10.08	-1.49	-74.38	-25.51
10.08	-2.09	-70.24	-125.56
10.08	-2.69	-72.19	-192.30
10.08	-3.29	-73.30	-223.68
10.08	-3.89	-69.66	-223.14
10.08	-4.49	-60.01	-192.89
10.08	-5.09	-46.29	-133.13
10.08	-5.43	-37.90	-84.65
10.08	-6.29	-34.77	80.46
10.08	-6.82	-44.70	170.52
10.08	-7.43	-54.34	225.51
10.08	-8.09	-42.17	184.47
10.08	-8.69	-20.33	86.61
10.08	-9.29	-8.25	-28.41
10.08	-9.89	-7.96	-92.97
10.68	-0.47	-124.44	181.46
10.68	0	-111.50	168.50
10.68	-0.89	-129.11	147.10
10.68	-1.49	-105.77	-57.07
10.68	-2.09	-86.78	-145.83
10.68	-2.69	-79.37	-202.35
10.68	-3.29	-75.29	-229.48
10.68	-3.89	-68.51	-228.39
10.68	-4.49	-55.62	-199.03
10.68	-5.09	-35.29	-139.87
10.68	-5.43	-17.10	-88.64
10.68	-6.29	21.62	86.33
10.68	-6.82	-37.65	208.03
10.68	-7.43	-16.76	246.81
10.68	-8.09	23.02	208.71
10.68	-8.69	33.86	86.92
10.68	-9.29	15.07	-24.08
10.68	-9.89	3.58	-88.64
11.28	-0.47	-110.66	257.77
11.28	0	-33.02	183.90
11.28	-0.89	-97.06	222.85
11.28	-1.49	-80.96	-95.62
11.28	-2.09	-79.45	-167.70
11.28	-2.69	-78.40	-213.80
11.28	-3.29	-76.06	-236.49
11.28	-3.89	-69.40	-234.98
11.28	-4.49	-55.17	-208.35
11.28	-5.09	-29.80	-155.14
11.28	-5.43	16.54	-108.70
11.28	-6.29	89.38	55.04
11.28	-6.82	174.76	253.20
11.28	-7.43	77.11	366.62
11.28	-8.09	177.07	248.98
11.28	-8.69	90.12	61.26
11.28	-9.29	38.00	-33.77
11.28	-9.89	16.88	-93.89
11.8	-0.47	323.32	524.85
11.8	0	94.28	249.23
11.8	-0.89	190.19	172.29
11.8	-1.49	72.73	-102.96
11.8	-2.09	-64.74	-174.79
11.8	-2.69	-74.62	-219.45
11.8	-3.29	-77.17	-240.84
11.8	-3.89	-73.25	-240.14
11.8	-4.49	-61.35	-217.16
11.8	-5.09	-38.13	-171.65
11.8	-5.43	41.08	-133.90
11.8	-6.29	119.71	47.59
11.8	-6.82	228.30	122.52
11.8	-7.43	572.93	665.14
11.8	-8.09	217.36	125.22
11.8	-8.69	114.21	62.94
11.8	-9.29	62.61	-55.63
11.8	-9.89	28.25	-103.07
12.48	-0.47	-113.08	269.65
12.48	0	181.23	617.84
12.48	-0.89	74.98	140.05
12.48	-1.49	38.01	-98.41
12.48	-2.09	-61.59	-175.37
12.48	-2.69	-75.73	-220.77
12.48	-3.29	-81.77	-242.41
12.48	-3.89	-81.65	-242.74
12.48	-4.49	-75.64	-222.95
12.48	-5.09	-62.48	-183.37
12.48	-5.43	-52.99	-153.99
12.48	-6.29	115.11	82.08
12.48	-6.82	168.96	247.19
12.48	-7.43	13.85	289.95
12.48	-8.09	172.86	250.80
12.48	-8.69	111.71	94.24
12.48	-9.29	62.04	-71.79
12.48	-9.89	-35.96	-108.23
-15.73	4.52		
-15.73	3.8		
-15.13	3.8		
-15.13	4.52		
-15.73	3.38	1.29	3.53
-15.13	3.38	13.25	-7.62
-15.73	2.71	-1.01	-2.90
-15.13	2.71	18.13	3.64
-15.73	2.11		
-15.13	2.11		
-15.73	1.51		
-15.13	1.51		
-15.73	0.61	2.18	-2.31
-15.13	0.61	8.36	-1.67
-15.73	0	-3.47	16.79
-15.13	0	15.70	15.86
-15.73	-0.47	4.00	18.59
-15.13	-0.47	-4.05	33.63
-15.73	-0.89	-5.08	19.59
-15.13	-0.89	24.70	25.45
-15.73	-1.49	4.03	-3.70
-15.13	-1.49	13.38	-4.42
-15.73	-2.09		
-15.13	-2.09		
-15.73	-2.69		
-15.13	-2.69		
-15.73	-3.29		
-15.13	-3.29		
-15.73	-3.89		
-15.13	-3.89		
-15.73	-4.49		
-15.13	-4.49		
-15.73	-5.09		
-15.13	-5.09		
-15.73	-5.42		
-15.13	-5.43		
-15.73	-6.29	1.17	0.48
-15.13	-6.29	6.06	-2.65
-15.73	-6.82	-2.17	9.24
-15.13	-6.82	14.17	8.58
-15.73	-7.42	4.18	18.61
-15.13	-7.42	13.78	40.36
-15.73	-8.09	-8.74	7.41
-15.13	-8.09	48.70	17.25
-15.73	-8.69		
-15.13	-8.69		
-15.73	-9.29		
-15.13	-9.29		
-15.73	-9.89		
-15.13	-9.89		
-15.73	-10.49		
-15.13	-10.49		
-15.73	-11.09		
-15.13	-11.09		
-15.73	-11.69		
-15.13	-11.69		
-15.73	-12.29		
-15.13	-12.29		
-15.73	-12.89		
-15.13	-12.89		
-15.73	-13.49	-5.06	4.77
-15.13	-13.49	24.28	10.15
-15.73	-14.38	1.10	15.16
-15.13	-14.38	4.67	29.30
-15.73	-14.69	-3.37	16.22
-15.13	-14.69	18.26	24.59
-15.73	-15.29	-3.58	3.54
-15.13	-15.29	17.63	-5.53
-15.73	-15.89		
-15.13	-15.89		
-15.73	-16.49		
-15.13	-16.49		
-15.73	-17.09	1.00	0.76
-15.13	-17.09	3.30	-0.65
-15.73	-17.69	-1.41	7.40
-15.13	-17.69	9.43	8.84
-15.73	-18.17	2.24	10.94
-15.13	-18.17	5.71	22.51
-15.73	-18.89	-4.92	4.28
-15.13	-18.89	25.84	9.53
-15.73	-19.49		
-15.13	-19.49		
-15.73	-20.09		
-15.13	-20.09		
-15.73	-20.69		
-15.13	-20.69		
-15.73	-21.29	0.80	-1.40
-15.13	-21.29	13.21	0.51
-15.73	-21.98	-0.89	1.45
-15.13	-21.98	13.13	-2.33
-15.73	-22.49		
-15.13	-22.49		
-15.73	-23.09		
-15.13	-23.09		
-14.7	3.8		
-14.7	4.52		
-14.7	3.38	89.98	48.68
-14.7	2.71	23.30	-21.19
-14.7	2.11		
-14.7	1.51		
-14.7	0.61	5.98	4.58
-14.7	0	24.23	10.75
-14.7	-0.47	75.53	87.06
-14.7	-0.89	24.39	7.22
-14.7	-1.49	7.30	1.09
-14.7	-2.09		
-14.7	-2.69		
-14.7	-3.29		
-14.7	-3.89		
-14.7	-4.49		
-14.7	-5.09		
-14.7	-5.43		
-14.7	-6.29	-13.51	11.82
-14.7	-6.82	26.01	-19.67
-14.7	-7.42	92.68	87.55
-14.7	-8.09	45.06	-15.55
-14.7	-8.69		
-14.7	-9.29		
-14.7	-9.89		
-14.7	-10.49		
-14.7	-11.09		
-14.7	-11.69		
-14.7	-12.29		
-14.7	-12.89		
-14.7	-13.49	4.65	-4.33
-14.7	-14.38	58.94	62.18
-14.7	-14.69	31.10	12.26
-14.7	-15.29	10.17	2.01
-14.7	-15.89		
-14.7	-16.49		
-14.7	-17.09	-5.78	5.57
-14.7	-17.69	17.27	-5.95
-14.7	-18.17	49.43	49.30
-14.7	-18.89	18.83	-7.36
-14.7	-19.49		
-14.7	-20.09		
-14.7	-20.69		
-14.7	-21.29	28.98	-7.96
-14.7	-21.98	84.29	30.11
-14.7	-22.49		
-14.7	-23.09		
-13.93	3.8		
-13.93	4.52		
-13.93	3.38	-78.73	-35.97
-13.93	2.71	-73.30	28.78
-13.93	2.11		
-13.93	1.51		
-13.93	0.61	-35.43	-11.16
-13.93	0	-36.86	15.06
-13.93	-0.47	-31.10	2.10
-13.93	-0.89	-31.56	12.08
-13.93	-1.49	-26.66	-6.39
-13.93	-2.09		
-13.93	-2.69		
-13.93	-3.29		
-13.93	-3.89		
-13.93	-4.49		
-13.93	-5.09		
-13.93	-5.43		
-13.93	-6.29	-57.91	-22.10
-13.93	-6.82	-58.58	29.49
-13.93	-7.42	-63.57	29.04
-13.93	-8.09	-33.01	12.07
-13.93	-8.69		
-13.93	-9.29		
-13.93	-9.89		
-13.93	-10.49		
-13.93	-11.09		
-13.93	-11.69		
-13.93	-12.29		
-13.93	-12.89		
-13.93	-13.49	-31.23	8.52
-13.93	-14.38	-40.32	9.25
-13.93	-14.69	-35.73	14.98
-13.93	-15.29	-29.33	-3.85
-13.93	-15.89		
-13.93	-16.49		
-13.93	-17.09	-32.45	-11.06
-13.93	-17.69	-33.67	16.08
-13.93	-18.17	-35.75	13.57
-13.93	-18.89	-19.19	4.62
-13.93	-19.49		
-13.93	-20.09		
-13.93	-20.69		
-13.93	-21.29	-58.12	33.68
-13.93	-21.98	-81.11	-43.23
-13.93	-22.49		
-13.93	-23.09		
-13.33	3.8		
-13.33	4.52		
-13.33	3.38	-95.68	30.18
-13.33	2.71	-94.88	-29.26
-13.33	2.11		
-13.33	1.51		
-13.33	0.61	-48.92	-12.91
-13.33	0	-44.30	-14.86
-13.33	-0.47	-34.62	-7.88
-13.33	-0.89	-36.24	-7.17
-13.33	-1.49	-40.22	6.03
-13.33	-2.09		
-13.33	-2.69		
-13.33	-3.29		
-13.33	-3.89		
-13.33	-4.49		
-13.33	-5.09		
-13.33	-5.43		
-13.33	-6.29	-86.92	-24.65
-13.33	-6.82	-86.25	-26.87
-13.33	-7.42	-81.29	-23.58
-13.33	-8.09	-81.60	-19.17
-13.33	-8.69		
-13.33	-9.29		
-13.33	-9.89		
-13.33	-10.49		
-13.33	-11.09		
-13.33	-11.69		
-13.33	-12.29		
-13.33	-12.89		
-13.33	-13.49	-59.20	-3.08
-13.33	-14.38	-56.12	-2.31
-13.33	-14.69	-56.24	-1.23
-13.33	-15.29	-56.00	1.53
-13.33	-15.89		
-13.33	-16.49		
-13.33	-17.09	-49.25	-11.97
-13.33	-17.69	-48.25	-13.09
-13.33	-18.17	-45.08	-11.07
-13.33	-18.89	-45.05	-8.12
-13.33	-19.49		
-13.33	-20.09		
-13.33	-20.69		
-13.33	-21.29	-114.73	-30.11
-13.33	-21.98	-118.01	35.01
-13.33	-22.49		
-13.33	-23.09		
-12.73	3.8		
-12.73	4.52		
-12.73	3.38	-78.25	-27.65
-12.73	2.71	-81.39	-30.48
-12.73	2.11		
-12.73	1.51		
-12.73	0.61	-36.12	-17.90
-12.73	0	-25.66	-23.36
-12.73	-0.47	-15.05	-15.53
-12.73	-0.89	-15.96	-14.02
-12.73	-1.49	-25.45	-9.75
-12.73	-2.09		
-12.73	-2.69		
-12.73	-3.29		
-12.73	-3.89		
-12.73	-4.49		
-12.73	-5.09		
-12.73	-5.43		
-12.73	-6.29	-89.74	27.98
-12.73	-6.82	-84.41	-31.68
-12.73	-7.42	-79.17	-27.44
-12.73	-8.09	-78.48	-17.28
-12.73	-8.69		
-12.73	-9.29		
-12.73	-9.89		
-12.73	-10.49		
-12.73	-11.09		
-12.73	-11.69		
-12.73	-12.29		
-12.73	-12.89		
-12.73	-13.49	-64.68	-4.58
-12.73	-14.38	-59.50	-7.12
-12.73	-14.69	-58.81	-5.77
-12.73	-15.29	-62.50	-2.77
-12.73	-15.89		
-12.73	-16.49		
-12.73	-17.09	-50.71	14.24
-12.73	-17.69	-46.55	-16.79
-12.73	-18.17	-43.12	-13.92
-12.73	-18.89	-42.22	-6.70
-12.73	-19.49		
-12.73	-20.09		
-12.73	-20.69		
-12.73	-21.29	-145.01	31.05
-12.73	-21.98	-146.87	-33.16
-12.73	-22.49		
-12.73	-23.09		
-12.13	3.8		
-12.13	4.52		
-12.13	3.38	-25.47	-26.03
-12.13	2.71	33.23	-32.30
-12.13	2.11		
-12.13	1.51		
-12.13	0.61	56.11	-26.36
-12.13	0	53.75	-32.15
-12.13	-0.47	43.98	-21.04
-12.13	-0.89	45.44	-19.65
-12.13	-1.49	52.13	-16.72
-12.13	-2.09		
-12.13	-2.69		
-12.13	-3.29		
-12.13	-3.89		
-12.13	-4.49		
-12.13	-5.09		
-12.13	-5.43		
-12.13	-6.29	-63.47	-33.74
-12.13	-6.82	-56.07	-34.66
-12.13	-7.42	-47.31	-28.19
-12.13	-8.09	-44.96	12.46
-12.13	-8.69		
-12.13	-9.29		
-12.13	-9.89		
-12.13	-10.49		
-12.13	-11.09		
-12.13	-11.69		
-12.13	-12.29		
-12.13	-12.89		
-12.13	-13.49	-49.56	-8.61
-12.13	-14.38	-41.63	-9.30
-12.13	-14.69	-43.53	-10.03
-12.13	-15.29	-50.67	-7.14
-12.13	-15.89		
-12.13	-16.49		
-12.13	-17.09	-36.44	-18.78
-12.13	-17.69	-29.57	-20.16
-12.13	-18.17	-23.47	-15.28
-12.13	-18.89	-20.68	-4.08
-12.13	-19.49		
-12.13	-20.09		
-12.13	-20.69		
-12.13	-21.29	-156.86	-32.75
-12.13	-21.98	-157.31	32.49
-12.13	-22.49		
-12.13	-23.09		
-11.53	3.8		
-11.53	4.52		
-11.53	3.38	128.41	27.46
-11.53	2.71	116.06	39.07
-11.53	2.11		
-11.53	1.51		
-11.53	0.61	135.10	-36.36
-11.53	0	148.27	-35.36
-11.53	-0.47	123.57	-32.19
-11.53	-0.89	142.09	-19.79
-11.53	-1.49	136.03	23.89
-11.53	-2.09		
-11.53	-2.69		
-11.53	-3.29		
-11.53	-3.89		
-11.53	-4.49		
-11.53	-5.09		
-11.53	-5.43		
-11.53	-6.29	60.23	43.57
-11.53	-6.82	65.67	-38.25
-11.53	-7.42	44.23	-22.48
-11.53	-8.09	28.41	-13.23
-11.53	-8.69		
-11.53	-9.29		
-11.53	-9.89		
-11.53	-10.49		
-11.53	-11.09		
-11.53	-11.69		
-11.53	-12.29		
-11.53	-12.89		
-11.53	-13.49	9.28	11.54
-11.53	-14.38	3.98	-12.50
-11.53	-14.69	-11.72	-17.07
